facilityid,name,address,city,state,zip,telephone,type,status,population,county,countyfips,country,website,securelvl,capacity,geometry,longitude,latitude,tract_geoid,capacity_percent,cdcr_code,cdcr_firecamp,average_2025_population,capacity_percent_2025,year_opened,year_opened_notes,reentry_hub,planned_closure,california_model_facility,cdcr_air_cooling_pilot
10006204,Holton Conservation Camp #16,12653 N. Little Tujunga Canyon Road,Sylmar,CA,91342,(818) 897-7071,STATE,OPEN,,LOS ANGELES,6037,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/holton/,MINIMUM,,"POLYGON ((-118.35934212314 34.3003426649821, -118.359336174125 34.3000779504371, -118.359487863674 34.3000660533058, -118.359541402114 34.2991410376288, -118.36054969861 34.2992391896369, -118.361159436259 34.2999024648269, -118.361004770853 34.3007977372258, -118.361108871877 34.3009672738207, -118.36106425741 34.3010743498015, -118.360983950649 34.3011368104155, -118.36067164578 34.3011368104155, -118.360356367752 34.300979170952, -118.360377187957 34.3003753832174, -118.35934212314 34.3003426649821))",-118.36033132151492,34.300036648410114,6037930400,,,True,,,,,,,,
10000789,Baseline Conservation Camp #30,16809 Peoria Flat Road,Jamestown,CA,95327,(209) 984-4464,STATE,OPEN,100.0,TUOLUMNE,6109,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,119.0,"POLYGON ((-120.529333728669 37.9230141079148, -120.529522188798 37.9230158525996, -120.531262145831 37.9230965712498, -120.531128895982 37.9238579993473, -120.531052753082 37.9250477286698, -120.530462646734 37.9252285679441, -120.53011048571 37.9251048356197, -120.529748808061 37.9250953180945, -120.529368095361 37.9248954437697, -120.52800704339 37.9248573718702, -120.527993749612 37.9241731901406, -120.527848635906 37.9237237413576, -120.527828187121 37.9237249437512, -120.527820459247 37.9235568622594, -120.528158553075 37.9232786587831, -120.528649274444 37.9230584139147, -120.528785351763 37.9230496059546, -120.529333728669 37.9230141079148))",-120.52961603771271,37.92402926410429,6109005201,0.8403361344537815,,True,,,,,,,,
10000774,Intermountain Conservation Camp #22,651-025 Foothill Rd,Bieber,CA,96009,(530) 294-5361,STATE,OPEN,,LASSEN,6035,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/intermountain/,MINIMUM,,"POLYGON ((-121.22360497389 41.1220248310811, -121.224163969092 41.1219349069704, -121.224757569306 41.1222575162714, -121.225093082979 41.1228468150285, -121.225094544378 41.1241104569321, -121.224471191892 41.1240921620237, -121.223731673978 41.1241673597359, -121.223467133901 41.123767325102, -121.223264963607 41.1232140118173, -121.223297346395 41.1226651618678, -121.22360497389 41.1220248310811))",-121.22419725359636,41.1231067161181,6035040100,,,True,,,,,,,,
10005328,Pilot Rock Conservation Fire Camp #15,P.O. Box 10,Crestline,CA,92325,(909) 338-1950,STATE,OPEN,67.0,SAN BERNARDINO,6071,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,80.0,"POLYGON ((-117.28022138401 34.2707724488894, -117.282701838319 34.2711685903582, -117.282291152115 34.2726286999546, -117.281023724066 34.2724564950712, -117.280147686367 34.2711876146168, -117.28022138401 34.2707724488894))",-117.2814657468556,34.271656892428354,6071010805,0.8375,,True,,,,,,,,
10000901,Fenner Canyon Conservation Camp #41,25900 Big Rock Creek Road,Valyermo,CA,93563,(661) 944-0173,STATE,OPEN,,LOS ANGELES,6037,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,136.0,"POLYGON ((-117.774921305874 34.3903747716784, -117.773132378057 34.3905339741636, -117.771974837269 34.3906883508868, -117.771144681182 34.3906497573805, -117.770538351064 34.3904020409215, -117.770455070245 34.3902295302686, -117.77058929496 34.3897862040701, -117.772325607041 34.3896221767221, -117.773459763657 34.3895256902584, -117.774143764623 34.3895208653957, -117.775044075024 34.3902734612513, -117.774921305874 34.3903747716784))",-117.77262913360008,34.39010316279468,6037930400,,,True,,,,,,,,
10005264,Ishi Conservation Camp #18,30500 Plum Creek Road,Paynes Creek,CA,96075,(530) 597-2846,STATE,OPEN,,TEHAMA,6103,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/ishi/,MINIMUM,,"POLYGON ((-121.895650528749 40.3141536648598, -121.893547086429 40.3133636841867, -121.893718407279 40.3120692575902, -121.896097867722 40.3125356316141, -121.896402439321 40.3134778989859, -121.895924501814 40.3139999410445, -121.895650528749 40.3141536648598))",-121.89495892375476,40.31308214420257,6103000100,,,True,,,,,,,,
10000793,O.H.Close Youth Correctional Facility,7650 South Newcastle Road,Stockton,CA,95213,(209) 944-6391,STATE,OPEN,169.0,SAN JOAQUIN,6077,USA,http://www.cdcr.ca.gov/Juvenile_Justice/Facility_Locations/index.html,JUVENILE,192.0,"POLYGON ((-121.199052203197 37.9001799335571, -121.196277291963 37.9001752462907, -121.195564252788 37.899139030342, -121.195605847332 37.8978027142239, -121.196128741948 37.897066557076, -121.196277291963 37.8969071333576, -121.196408015617 37.8968696217357, -121.198915536823 37.8968602436054, -121.199141333206 37.8969258887188, -121.199699879646 37.897699558388, -121.199818719658 37.8979058691606, -121.199800894196 37.8991906073607, -121.199331476866 37.8998704777404, -121.199052203197 37.9001799335571))",-121.19769467027837,37.89852127379901,6077005131,0.8802083333333334,,False,,,,,,,,
10005324,Mountain Home Conservation Camp #10,45260 Bear Creek Rd,Springville,CA,93265,(559) 539-2334,STATE,OPEN,,TULARE,6107,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/mountain-home/,MINIMUM,,"POLYGON ((-118.713430203041 36.2086836977945, -118.712941227256 36.2072373352349, -118.712936147885 36.2070473687411, -118.713192256817 36.2068086823748, -118.714305844139 36.2071893959739, -118.714246573421 36.2076554948053, -118.715248110612 36.207979376647, -118.714991129337 36.2085980373696, -118.714133682424 36.2085432443753, -118.714069505903 36.2090479106326, -118.713799065375 36.208985627185, -118.713430203041 36.2086836977945))",-118.71392800271092,36.20791412059433,6107002701,,,True,,,,,,,,
10005256,Trinity River Conservation Camp #3,3325 Pettijohn Road,Lewiston,CA,96052,(530) 286-2886,STATE,OPEN,,TRINITY,6105,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-122.803037669753 40.7891426580073, -122.804050041976 40.7889689206792, -122.804634968229 40.7892107897462, -122.804841941802 40.7893334266963, -122.804882437375 40.7897251848694, -122.804697960343 40.7903996826993, -122.804315509253 40.790604075218, -122.803681088811 40.7906790193213, -122.803267140766 40.7905972619541, -122.803037669753 40.7891426580073))",-122.80394970874065,40.78981381613563,6105000102,,,True,,,,,,,,
10000877,Rainbow Conservation Camp #2,8215 Rainbow Heights Road,Fallbrook,CA,92028,(760) 728-2554,STATE,OPEN,,SAN DIEGO,6073,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100.0,"POLYGON ((-117.11886241267 33.4271366541333, -117.11919791735 33.4273293896397, -117.119269300138 33.4277505547444, -117.119290715694 33.4280575050499, -117.1191408104 33.4285143624479, -117.118505493334 33.4288712808849, -117.117520396649 33.4287642049042, -117.117434736224 33.4280860594242, -117.117399043931 33.4274150509639, -117.118169988654 33.427065270446, -117.11886241267 33.4271366541333))",-117.11832774136676,33.427961075610796,6073019002,,,True,,,,,,,,
10005283,Washington Ridge Conservation Camp #44,11425 Conservation Camp Road,Nevada City,CA,95959,(530) 265-4623,STATE,OPEN,92.0,NEVADA,6057,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100.0,"POLYGON ((-120.933472836003 39.3088096353565, -120.93331043373 39.307951879076, -120.934355459437 39.3068591812063, -120.935188654333 39.306766301024, -120.936311349989 39.3072689447061, -120.936325472043 39.3087823193486, -120.933472836003 39.3088096353565))",-120.93491737585298,39.3079091221786,6057000801,0.92,,True,,,,,,,,
10000799,California Health Care Facility,7707 Austin Road,Stockton,CA,95215,(209) 467-2500,STATE,OPEN,,SAN JOAQUIN,6077,USA,https://www.cdcr.ca.gov/facility-locator/chcf/,NOT AVAILABLE,,"POLYGON ((-121.193221031425 37.9003221532448, -121.187165303436 37.8997629790783, -121.186920218393 37.8995393095915, -121.186939254343 37.8958963547331, -121.187355660235 37.895515641134, -121.193340003638 37.8955037440026, -121.193649334449 37.8956346142461, -121.194232301979 37.8968243453673, -121.194279891404 37.8970028041362, -121.194291789435 37.8986446334431, -121.194232301979 37.8988706807374, -121.193506566175 37.900191282102, -121.193221031425 37.9003221532448))",-121.1905848230992,37.89778736654379,6077005131,,CHCF,False,2251.0,,2013.0,"Opened in 2013 on the site of the former Karl Holton Drug and Alcohol Abuse Treatment Center, which opened in 1968 and closed in 2003 as part of consolidation efforts in response to a decline in youth incarceration.",,,,
10005273,Chamberlain Creek Conservation Camp #17,15800 State Highway 20,Fort Bragg,CA,95437,(707) 964-3518,STATE,OPEN,100.0,MENDOCINO,6045,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-123.556107938431 39.3588646566786, -123.555432170758 39.3587885146783, -123.555632045083 39.357475052132, -123.55645058013 39.35634242886, -123.557326222127 39.3569230167839, -123.556567694344 39.358100321073, -123.556107938431 39.3588646566786))",-123.55627164419816,39.35761682929475,6045010300,,,True,,,,,,,,
10000780,Folsom State Prison,300 Prison Road,Represa,CA,95671,(916) 985-2561,STATE,OPEN,,SACRAMENTO,6067,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,2066.0,"MULTIPOLYGON (((-121.16002814918 38.6961141149745, -121.161600400638 38.6931923894173, -121.161728748283 38.6931005623412, -121.161981875963 38.6933343051341, -121.163917778183 38.6922101067111, -121.166014113161 38.6921767139842, -121.166142459907 38.6935596986212, -121.166131765169 38.6937906571132, -121.16545200001 38.6961339234419, -121.165575593839 38.6978810049045, -121.165375943445 38.6978921349141, -121.16002814918 38.6961141149745)), ((-121.159538122986 38.6972633846975, -121.159659475704 38.6969707111295, -121.160780201845 38.6970920629484, -121.161037183119 38.6974204288098, -121.161615392336 38.6975846117405, -121.161444070587 38.6985126023748, -121.161137121181 38.6986339541937, -121.160616018914 38.6987124758002, -121.160180577072 38.6989266277617, -121.159866488847 38.6991550555614, -121.159716582654 38.6994691446853, -121.159338247762 38.6993906230788, -121.159481016036 38.6990479795806, -121.159323971924 38.6988623819934, -121.158774316182 38.6985697093247, -121.158917083556 38.6982270658265, -121.159002743981 38.6978772862079, -121.159323971924 38.6974204288098, -121.159538122986 38.6972633846975)))",-121.1630323451162,38.69538346625723,6067988300,,FSP,False,,,1880.0,,Yes,,,
10002344,Mcfarland Female Community Reentry Facility,120 Taylor Avenue,Mcfarland,CA,93250,(661) 792-1078,STATE,OPEN,,KERN,6029,USA,https://www.geogroup.com/Locations,MINIMUM,300.0,"POLYGON ((-119.226750070759 35.6682197609332, -119.226750070759 35.6680287359375, -119.226706601129 35.6680287359375, -119.226704625318 35.6674058960653, -119.227255906135 35.6674058960653, -119.227255906135 35.6682213662231, -119.226750070759 35.6682197609332))",-119.22698574189052,35.667807046660805,6029004703,,,False,,,,,,,,
10000782,Mule Creek State Prison,4001 State Highway 104,Ione,CA,95640,(209) 274-4911,STATE,OPEN,,AMADOR,6005,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,3284.0,"POLYGON ((-120.951016904906 38.3728003228766, -120.950700791408 38.3726130534497, -120.949399493991 38.3714335197412, -120.949356712342 38.3712099096097, -120.950215923726 38.3697452449471, -120.950426270656 38.3695551723334, -120.954705693713 38.3682656434447, -120.95506221375 38.3682880050874, -120.956925028068 38.3689911921898, -120.957064664902 38.3691705520794, -120.957061694442 38.3708057317991, -120.956975534893 38.3708756109207, -120.956972564432 38.3710549663137, -120.955682558004 38.3723579553554, -120.955400907426 38.3725049774228, -120.953457875381 38.3731003268187, -120.953019356058 38.3731198915698, -120.951016904906 38.3728003228766))",-120.95344581511613,38.37074337471898,6005000301,,MCSP,False,3761.0,1.145249695493301,1987.0,,,,,
10000846,Taft Modified Community Correctional Facility,330 Commerce Way,Taft,CA,93238,(661) 765-2840,STATE,OPEN,524.0,KERN,6029,USA,NOT AVAILABLE,NOT AVAILABLE,600.0,"POLYGON ((-119.441023660214 35.1335235288878, -119.442005177597 35.1335212158315, -119.442008005965 35.1342059353557, -119.441829806201 35.1343516686946, -119.441711004859 35.1343516686946, -119.441640291166 35.1342938377904, -119.441549776201 35.1343609218192, -119.441549776201 35.1344673296036, -119.441863749313 35.1347356639198, -119.441863749313 35.1348883364276, -119.441023660214 35.1348883364276, -119.441023660214 35.1335235288878))",-119.44146788011987,35.13415778402242,6029003304,0.8733333333333333,,False,,,,,,,,
10000845,Shafter Modified Community Correctional Facility,1150 East Ash Avenue,Shafter,CA,93263,(661) 746-8900,STATE,OPEN,,KERN,6029,USA,https://www.cdcr.ca.gov/facility-locator/ccf-visiting-shafter/,NOT AVAILABLE,640.0,"POLYGON ((-119.258230286798 35.4947073037991, -119.259922084237 35.4947073037991, -119.259929222156 35.4958851377889, -119.258758526984 35.4958851377889, -119.258630036347 35.4960207672447, -119.258230286798 35.4960421819012, -119.258230286798 35.4947073037991))",-119.25905776312544,35.495318067849404,6029004001,,,False,,,,,,,,
10001530,California Correctional Institution,24900 Hwy 202,Tehachapi,CA,93561,(661) 822-4402,STATE,OPEN,,KERN,6029,USA,https://www.cdcr.ca.gov/facility-locator/cci/,MAXIMUM,,"MULTIPOLYGON (((-118.571515730866 35.1098216832241, -118.57144205031 35.1096719685866, -118.571228137568 35.1097322429487, -118.570153826338 35.1092111568694, -118.569778291935 35.10890005979, -118.569578640642 35.1085247969818, -118.569533482085 35.1082292518785, -118.569659451922 35.1079434266479, -118.56966182883 35.1076206581669, -118.569958928861 35.1070626153474, -118.570384374739 35.1072065005796, -118.570443794745 35.1072026128104, -118.570500838743 35.1071792798999, -118.57056025785 35.107093725595, -118.57098095171 35.1072453899628, -118.571046775788 35.1073453909771, -118.571014226625 35.1074339957823, -118.570876372247 35.1074884398397, -118.570838344414 35.1076051025935, -118.570990459342 35.1076439910774, -118.571655962153 35.1073756639558, -118.571622687237 35.1073212207978, -118.572164597118 35.1071053916006, -118.572107553121 35.1070003939531, -118.572411783877 35.1068603973895, -118.572903781384 35.106770954416, -118.573405284726 35.1068020637643, -118.573859252602 35.1069420621265, -118.574389278842 35.1073620536159, -118.574584176319 35.1077762103039, -118.574474843939 35.1078987060605, -118.5746364656 35.1079862038003, -118.574615075225 35.1083070270477, -118.57428232337 35.1088981145564, -118.573885397693 35.1091897691925, -118.572642333177 35.1097730739682, -118.572079032022 35.1098780689178, -118.571515730866 35.1098216832241)), ((-118.566051117365 35.1148121849345, -118.568712654665 35.1130728646211, -118.568971725964 35.1130965851393, -118.56909151656 35.1131743558119, -118.571004362861 35.1151605885904, -118.570977742928 35.1154094480876, -118.568332843086 35.1171607725516, -118.568026711164 35.1171343315842, -118.566013088633 35.115075044178, -118.566051117365 35.1148121849345)), ((-118.567122202727 35.1023881192164, -118.567110319086 35.1016880887344, -118.568170965118 35.1016832278987, -118.56828980513 35.1017780236369, -118.568479948791 35.1017683010663, -118.568970162943 35.1013477951647, -118.568910742936 35.1013064731153, -118.569344509342 35.1009929145914, -118.568780019282 35.1005164978382, -118.568958279301 35.1003730856494, -118.569276176155 35.1003536414075, -118.569552226654 35.1002404923049, -118.570559646311 35.1002102292188, -118.571305366849 35.1004095468631, -118.571911449654 35.1010123597327, -118.572029056696 35.1014370276967, -118.571957264716 35.1018797459536, -118.571528190973 35.1024586080783, -118.570987469996 35.1027454243619, -118.570099142162 35.1028596643421, -118.569650520755 35.1031975207491, -118.569068206133 35.1034721808965, -118.568604730624 35.103535377156, -118.568013501922 35.1034478749195, -118.567463867763 35.1031270327864, -118.567276694564 35.1028742468491, -118.567122202727 35.1023881192164)), ((-118.567377710913 35.1108041278083, -118.5683271207 35.1101875364257, -118.569536315848 35.1113954437448, -118.568226107049 35.11225579367, -118.568749239985 35.1127978582346, -118.567471474229 35.1136113372934, -118.566568291393 35.1139955195776, -118.565313342337 35.1136175588034, -118.564478611399 35.1127434186739, -118.567377710913 35.1108041278083)), ((-118.574633989767 35.1110366933888, -118.574865727971 35.1109812798622, -118.576805194204 35.1115587390446, -118.576922846212 35.1117191439234, -118.576851541665 35.1134164973735, -118.576701803645 35.1135419024369, -118.574691032865 35.1140289347875, -118.574591208118 35.1139472772451, -118.574469991197 35.1138802013103, -118.573383760352 35.1125568660066, -118.573383760352 35.1124166473105, -118.574633989767 35.1110366933888)))",-118.57033067748,35.10991555190383,6029006002,,CCI,False,2434.0,,1954.0,"Opened in 1954 on the site of the former California Institute for Women, which opened in 1932 and closed in 1952 after the 1952 Kern County earthquake.",,,,
10000836,California Institution For Men,14901 Central Avenue,Chino,CA,91710,(909) 597-1821,STATE,OPEN,,SAN BERNARDINO,6071,USA,https://www.cdcr.ca.gov/facility-locator/cim/,MAXIMUM,,"MULTIPOLYGON (((-117.678680149369 33.9887874600733, -117.678680149369 33.9887102083095, -117.678626908605 33.9887102083095, -117.678586859996 33.9843494928349, -117.678753236373 33.9843494928349, -117.678753236373 33.9842977593342, -117.678788888197 33.9842854413201, -117.681691550824 33.984270660063, -117.681690957272 33.9845682529226, -117.682923920602 33.9845657896795, -117.682923920602 33.9846495489376, -117.683111092903 33.9846495489376, -117.683158629267 33.9846052060654, -117.683152687447 33.9843342187493, -117.684020217559 33.9843416102772, -117.684142028931 33.9843933437779, -117.684176967593 33.9887452476951, -117.678680149369 33.9887874600733)), ((-117.684297510921 33.9790804566978, -117.684435366199 33.9789385490748, -117.687278015268 33.9791592939663, -117.68743963693 33.9792972598607, -117.687444390746 33.9813233559881, -117.687292275818 33.9814416087433, -117.684478147848 33.9814534339289, -117.684307018554 33.9813233559881, -117.684297510921 33.9790804566978)), ((-117.680613475931 33.9826044231556, -117.680594460666 33.9814219001007, -117.68064199703 33.9813864236446, -117.681587963314 33.9813824828154, -117.681602222964 33.9811104999496, -117.682267726674 33.9811065582211, -117.682277234307 33.9813745993583, -117.682918968935 33.9813785410868, -117.683166155693 33.9815322702981, -117.68334679262 33.9814179583721, -117.683598733195 33.9813706567305, -117.683845919953 33.9813706567305, -117.683993281065 33.9814810269279, -117.684007541615 33.9819382710344, -117.683888701602 33.9820644063473, -117.68401229633 33.982159007832, -117.684002788698 33.9825728893275, -117.683831659404 33.9827423827548, -117.683118620228 33.9827463253827, -117.682899954569 33.9823994541715, -117.681839902989 33.982395512443, -117.681697294794 33.9827699748545, -117.680827386874 33.982766033126, -117.680613475931 33.9826044231556)))",-117.68239170046569,33.98471244959707,6071012202,,CIM,False,2274.0,,1941.0,,Yes,,,
10000817,Correctional Training Facility,Soledad Prison Road,Soledad,CA,93960,(831) 678-3951,STATE,OPEN,4983.0,MONTEREY,6053,USA,https://www.cdcr.ca.gov/facility-locator/ctf/,MEDIUM,,"MULTIPOLYGON (((-121.378802176379 36.4718637187357, -121.378802176379 36.4714585219933, -121.378553087555 36.4714585219933, -121.378475842086 36.4713913399385, -121.378480595903 36.4697208366473, -121.378570913917 36.4696176232547, -121.38694555909 36.4696181007948, -121.387044195833 36.4697055463739, -121.387050257264 36.4712802925515, -121.386762071312 36.4715024826535, -121.386753158132 36.471750951845, -121.385707367101 36.4728021612908, -121.385517223441 36.4729670079211, -121.385077515215 36.4732202507141, -121.384013898722 36.4736216163446, -121.381468943237 36.4736278279619, -121.379889799375 36.4729860249851, -121.378802176379 36.4718637187357)), ((-121.378164380782 36.4633116858856, -121.380049647573 36.4612218170333, -121.382417192 36.4627855654016, -121.380444238611 36.4647731327739, -121.378164380782 36.4633116858856)))",-121.38223254073095,36.46964827416208,6053010900,,CTF,False,4225.0,,1948.0,,Yes,,,
10002341,California Institution For Women,16756 Chino-Corona Road,Corona,CA,92880,(909) 597-1771,STATE,OPEN,,SAN BERNARDINO,6071,USA,https://www.cdcr.ca.gov/facility-locator/ciw/,MAXIMUM,,"POLYGON ((-117.6360472248 33.9527885797292, -117.633752767376 33.9528058530078, -117.633718220819 33.9527252449741, -117.634581881149 33.95008820071, -117.63469703574 33.9498118300519, -117.634720067377 33.9494778820986, -117.634627942625 33.9494778820986, -117.634604911887 33.9493396958703, -117.634720067377 33.9492706027561, -117.634604911887 33.9488675616887, -117.633867921967 33.9463226421763, -117.635998283694 33.9463111272568, -117.63641284058 33.9465990137335, -117.636435872218 33.9466796217672, -117.63652799607 33.9467602298008, -117.636666182298 33.9466911366866, -117.637810531831 33.9475166531711, -117.638944085901 33.9482003843403, -117.638872114057 33.9511512227508, -117.637669599972 33.9527945566235, -117.6360472248 33.9527885797292))",-117.6363650322742,33.94974539755923,6071001907,,CIW,False,1187.0,,1952.0,"The original California Institution for Women was opened in 1932 on the site of the current California Correctional Institution. That facility was closed in 1952 after the 1952 Kern County earthquake, and the women incarcerated in that facility were moved to the current CIW location, which had just opened.",Yes,,,
10000785,California Medical Facility,1600 California Drive,Vacaville,CA,95696,(707) 448-6841,STATE,OPEN,,SOLANO,6095,USA,https://www.cdcr.ca.gov/facility-locator/cmf/,MEDIUM,,"POLYGON ((-121.98057272715 38.3306953776896, -121.980317221662 38.3307419895513, -121.977411586775 38.3294182081838, -121.977343253588 38.3292597260556, -121.977129341746 38.3292853630291, -121.975349714718 38.328483622821, -121.975284352891 38.3282808562765, -121.976012247068 38.3272763351348, -121.97622615891 38.3272297205752, -121.976175652085 38.3270782261792, -121.976900823114 38.3261198762314, -121.977148009873 38.326064683938, -121.979497226116 38.3271388242974, -121.979562587943 38.327292649736, -121.979743819322 38.327262350677, -121.982114674153 38.3283228078513, -121.98218300734 38.3285325666247, -121.982408802824 38.3284673082197, -121.983508665592 38.3289645128021, -121.983570463406 38.3291472343574, -121.982857424231 38.3301242281507, -121.982653019122 38.3301689757177, -121.981388563332 38.3295984431137, -121.98057272715 38.3306953776896))",-121.97916451130509,38.3285102029971,6095253000,,CMF,False,2045.0,,1955.0,,,,,Yes
10000786,Delta Conservation Camp #8,6246 Lambie Road,Suisun City,CA,94585,(707) 425-4878,STATE,OPEN,,SOLANO,6095,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/delta/,MINIMUM,,"POLYGON ((-121.849247963623 38.2200432158218, -121.846221663099 38.2200691882425, -121.846259360881 38.2175495405789, -121.845961810289 38.2175058623057, -121.845176444937 38.2169313825773, -121.844376536648 38.2176440278496, -121.843751155292 38.2171640830561, -121.844521975009 38.2163496309308, -121.844449255828 38.2155497226416, -121.845874547272 38.2156806171668, -121.848739672198 38.2157824240197, -121.849306879109 38.2162187373049, -121.849481405143 38.2169459264134, -121.84924320531 38.2173591837794, -121.849247963623 38.2200432158218))",-121.84722364621932,38.217626008443645,6095253501,,,True,,,,,,,,
10000857,California Rehabilitation Center,5Th Street And Western Avenue,Norco,CA,92860,(951) 737-2683,STATE,OPEN,,RIVERSIDE,6065,USA,https://www.cdcr.ca.gov/facility-locator/crc/,MEDIUM,2491.0,"POLYGON ((-117.56872568874 33.9309917787476, -117.568592393924 33.9303974096128, -117.568021322626 33.9299929017511, -117.568015775608 33.9282138583829, -117.569389302974 33.9279514982631, -117.572259822033 33.9273804809245, -117.573000600797 33.9272261518654, -117.576565599723 33.927488511086, -117.576527895646 33.9309922751734, -117.575161205825 33.9310226452789, -117.56872568874 33.9309917787476))",-117.5725312861978,33.9292530412966,6065046601,,CRC,False,2330.0,0.9353673223604978,1962.0,"The facility, formerly a Naval hospital, was donated by the federal government in 1962. Women were incarcerated at CRC until 2007.",,Yes,,
10005282,Konocti Conservation Camp #27,8275 South State Highway 29,Lower Lake,CA,95457,(707) 994-2437,STATE,OPEN,,LAKE,6033,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/konocti/,MINIMUM,,"POLYGON ((-122.708985526061 38.9115426695586, -122.707354798885 38.9111544016544, -122.706422954656 38.9103002111859, -122.706633222445 38.9098306499646, -122.70731580518 38.9097267297049, -122.708102259612 38.9098883819433, -122.708873876128 38.9106850904446, -122.708985526061 38.9115426695586))",-122.7077601724924,38.91057030566233,6033000901,,,True,,,,,,,,
10006347,La Cima Conservation Camp #42,15108 Sunrise Highway,Julian,CA,92036,(760) 765-3085,STATE,OPEN,,SAN DIEGO,6073,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/la-cima/,MINIMUM,,"POLYGON ((-116.537236964414 32.9399705598935, -116.53686576924 32.9400276668434, -116.535837841443 32.9383620441731, -116.535999644768 32.9382478302732, -116.53690384024 32.9382002408485, -116.537570088589 32.9382763837482, -116.537693820913 32.9384001160725, -116.537684303388 32.9387808296716, -116.537379731789 32.9397040601943, -116.537236964414 32.9399705598935))",-116.53689248814348,32.93893654769131,6073020902,,,True,,,,,,,,
10002322,"California State Prison, Sacramento",100 Prison Road,Represa,CA,95671,(916) 985-8610,STATE,OPEN,2167.0,SACRAMENTO,6067,USA,https://www.cdcr.ca.gov/facility-locator/sac/,MAXIMUM,,"POLYGON ((-121.157498609873 38.6975904303541, -121.155867826039 38.6980174608372, -121.155704215077 38.6979440356887, -121.1555378387 38.6979857732249, -121.153676767269 38.6971362502378, -121.153606414205 38.6969685581525, -121.15337443768 38.6970101104283, -121.151503424244 38.6961731275878, -121.151448282312 38.6960276937231, -121.151299969718 38.695950524697, -121.150742848703 38.6943626016528, -121.1508569349 38.6942127116474, -121.150710524371 38.6940880512226, -121.15070137287 38.6924148436702, -121.150858836066 38.692284985164, -121.150763764236 38.6921342560911, -121.151442815334 38.6904851899396, -121.151615370953 38.6904851899396, -121.151651022776 38.6903672006858, -121.153860166913 38.6903672006858, -121.153961180564 38.6904901056339, -121.154151324224 38.6904970627893, -121.155373710628 38.6921653060841, -121.153837111893 38.6928665407583, -121.153840676806 38.6932245761533, -121.153730156422 38.693275591995, -121.153731523391 38.693520278638, -121.153803776723 38.6935529276255, -121.153805678789 38.6939202359302, -121.155180418442 38.6945427988111, -121.155248870339 38.6947431461793, -121.155505563831 38.6946882362731, -121.156859214381 38.6952794712706, -121.157253619259 38.6952521732492, -121.157562602932 38.6953950107712, -121.157900515996 38.6953890824403, -121.158950952025 38.6958457932488, -121.157790904826 38.6973894768429, -121.157604291005 38.6974391517955, -121.157498609873 38.6975904303541))",-121.15390376526624,38.694444232143624,6067988300,,SAC,False,2131.0,,1986.0,,,,Yes,
10000811,Miramonte Conservation Camp #5,49039 Orchard Drive,Miramonte,CA,93641,(559) 336-2312,STATE,OPEN,,FRESNO,6019,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/miramonte/,MINIMUM,,"POLYGON ((-119.085194471248 36.6717421272973, -119.085937220426 36.6718183808136, -119.086477942303 36.6719613577305, -119.08663243324 36.6724617737919, -119.086608665058 36.6725332618007, -119.085735192225 36.6734482986001, -119.085562874927 36.6734149382489, -119.085004326688 36.6731385217254, -119.085087514877 36.6723569254318, -119.085194471248 36.6717421272973))",-119.08573875853784,36.672531545811935,6019006410,,,True,,,,,,,,
