facilityid,name,address,city,state,zip,telephone,type,status,population,county,countyfips,country,website,securelvl,capacity,geometry,cdcr_code,cdcr_firecamp,longitude,latitude,tract_geoid,average_2025_population,capacity_percent,capacity_percent_2025,year_opened,year_opened_notes,reentry_hub,planned_closure,california_model_facility,cdcr_air_cooling_pilot
10000909,Pomona City Jail,490 W Mission Blvd,Pomona,CA,91766,(909) 620-2131,LOCAL,OPEN,,LOS ANGELES,06037,USA,https://www.ci.pomona.ca.us/index.php/contact-us-home/contact-the-police-department/109-police-jail,NOT AVAILABLE,,"POLYGON ((-117.754110753608 34.0548666582697, -117.753829725362 34.0548745768003, -117.753825902343 34.0548270602207, -117.753472225962 34.0548381479622, -117.753416784557 34.0540113490446, -117.754157264746 34.0539795274333, -117.754170018931 34.0543677287877, -117.75409163672 34.0543693133931, -117.754110753608 34.0548666582697))",None,False,-117.7537923831384,34.054407799325865,06037408800,,,,,,,,,
10006306,Cai - Boston Avenue,2727 Boston Avenue,San Diego,CA,92113,(619) 232-1066,MULTI,OPEN,,SAN DIEGO,06073,USA,http://www.cca.com/locations,MINIMUM,120.0,"POLYGON ((-117.135186142926 32.6937382602126, -117.134866549951 32.6937456067744, -117.13485920339 32.6933378505614, -117.135178796364 32.693341524292, -117.135186142926 32.6937382602126))",None,False,-117.13502194396476,32.69354083598739,06073005000,,,,,,,,,
10006221,Camp Kilpatrick,427 S. Encinal Cyn. Rd,Malibu,CA,90265,(818) 889-1353,COUNTY,OPEN,,LOS ANGELES,06037,USA,https://probation.lacounty.gov/locations/#juvenile_camps,JUVENILE,,"POLYGON ((-118.837971535958 34.0911552408218, -118.838256821595 34.0915377539642, -118.838779844814 34.0916952567308, -118.8389496584 34.0918021348607, -118.838616824707 34.0921171439911, -118.838596446968 34.0922746467576, -118.838358709387 34.0926852808011, -118.837262024823 34.0928215631646, -118.837108887365 34.0914533759725, -118.837971535958 34.0911552408218))",None,False,-118.83787637168699,34.09201895807897,06037800406,,,,,,,,,
10005266,Tehama County Jail,502 Oak Street,Red Bluff,CA,96080,(530) 529-7910,COUNTY,OPEN,,TEHAMA,06103,USA,https://tehamaso.org/custody-division/,NOT AVAILABLE,227.0,"POLYGON ((-122.237117657953 40.1752424561745, -122.237467624631 40.1756621931557, -122.236797385091 40.1760106210933, -122.236430450005 40.1755989888023, -122.237117657953 40.1752424561745))",None,False,-122.23695248454342,40.175627755533974,06103000500,,,,,,,,,
10005316,Sunnyvale Department Of Public Safety,700 All America Way,Sunnyvale,CA,94086,(408) 730-7180,LOCAL,OPEN,,SANTA CLARA,06085,USA,https://sunnyvale.ca.gov/government/safety/default.htm,NOT AVAILABLE,7.0,"POLYGON ((-122.040478324115 37.3707481618982, -122.03966614008 37.3705719847094, -122.039809350821 37.3700559240417, -122.040621534856 37.3702539295752, -122.040478324115 37.3707481618982))",None,False,-122.04014117760227,37.37040656709717,06085508601,,,,,,,,,
10000804,Madera County Juvenile Hall,28281 Avenue 14,Madera,CA,93638,(559) 675-7899,COUNTY,OPEN,,MADERA,06039,USA,https://www.maderacounty.com/government/probation,JUVENILE,50.0,"POLYGON ((-120.034402110869 36.9533612143486, -120.03317953111 36.9533861768306, -120.033146257993 36.9526709262223, -120.034402106372 36.9527291312444, -120.034402110869 36.9533612143486))",None,False,-120.0337697819451,36.95303527822695,06039000517,,,,,,,,,
10007007,Kern County - Lerdo Justice Facility,17801 Industrial Farm Rd,Bakersfield,CA,93308,(661) 391-3100,COUNTY,OPEN,,KERN,06029,USA,https://www.kernsheriff.org/Justice_Facility,MAXIMUM,825.0,"POLYGON ((-119.110719815567 35.5073880234386, -119.110162744915 35.5073759122686, -119.110121038855 35.5073491007804, -119.110080897615 35.5073232974323, -119.110066881681 35.5060478321418, -119.110113025895 35.5060016879276, -119.110225691163 35.5059995682255, -119.110450858021 35.505995333318, -119.110505373124 35.5059943080909, -119.110491815845 35.5057515100242, -119.110442890927 35.5057499488012, -119.110448487408 35.505555688944, -119.110449911934 35.5055062478152, -119.110483187749 35.5055050148446, -119.110488117832 35.5054236720649, -119.110594111029 35.5054199749519, -119.110597809042 35.5053694429455, -119.110835612274 35.5053589379647, -119.110904694596 35.5053558856657, -119.11090277904 35.5052754296174, -119.111221167823 35.5052626952173, -119.111220910616 35.5052411051929, -119.111220403399 35.5051984287645, -119.111220208246 35.5051821069687, -119.111689781158 35.5051771768852, -119.111698409254 35.5055481517259, -119.11156470075 35.5055513820907, -119.111560530594 35.5055519774419, -119.111470401438 35.505555546851, -119.11147286558 35.5056800274114, -119.11149448798 35.5056967071374, -119.111573530294 35.5057576820714, -119.11184441239 35.5059666476427, -119.1118657551 35.5072827721822, -119.111801509332 35.5073612937887, -119.111244714772 35.5073612937887, -119.11125185359 35.5074755076886, -119.110730752222 35.5074755076886, -119.110719815567 35.5073880234386))",None,False,-119.1109999113409,35.50642904042633,06029003900,,,,,,,,,
10007001,Northern Branch Jail,2301 Black Road,Santa Maria,CA,93455,(805) 554-3100,COUNTY,OPEN,,SANTA BARBARA,06083,USA,https://www.sbsheriff.org/command-and-divisions/custody-operations/south-county-custody-operations-division/jail-facilities/,MAXIMUM,376.0,"POLYGON ((-120.493286019634 34.9183044327035, -120.49328960613 34.9183042897113, -120.49330506008 34.9187153734158, -120.493309696086 34.9189518231681, -120.493235516406 34.9190151849029, -120.492312952281 34.9190225422566, -120.491905733862 34.9190284427085, -120.491899785746 34.9190581868859, -120.491953323287 34.9190760330325, -120.491929529025 34.9192009542607, -120.491536918294 34.9192128522914, -120.49154286641 34.9188023954143, -120.4916915828 34.9187964463989, -120.49167968477 34.9184454751786, -120.491530969279 34.9184514241939, -120.491525020263 34.9182432212477, -120.491715377063 34.918249170263, -120.491709428947 34.9179755317455, -120.49171994472 34.9179753698675, -120.491707091609 34.9179596614093, -120.491707091609 34.9176150313087, -120.492240262778 34.9176042133638, -120.492744071082 34.9175980323234, -120.493189152757 34.9179380246202, -120.493278788185 34.9180183871389, -120.493291151166 34.9182934717663, -120.493286019634 34.9183044327035))",None,False,-120.49241570493895,34.91837859256055,06083002503,,,,,,,,,
10000826,Avenal State Prison,1 Kings Way,Avenal,CA,93204,(559) 386-0587,STATE,OPEN,,KINGS,06031,USA,https://www.cdcr.ca.gov/facility-locator/asp/,MEDIUM,,"POLYGON ((-120.127835274578 35.9749501570242, -120.127794895918 35.9752684369888, -120.126010159841 35.9775681365603, -120.125723787822 35.9776910855752, -120.122470960666 35.9776242497593, -120.121905806907 35.9774669061728, -120.119270465959 35.9759854053023, -120.119066926897 35.9757088988467, -120.118728165772 35.9731056412124, -120.118844236772 35.9726293530622, -120.120315510552 35.970287188403, -120.120594784222 35.9701364296525, -120.123949925449 35.969969314932, -120.124285431927 35.970087234938, -120.126419639155 35.9721070097308, -120.126640536032 35.9723754105968, -120.127835274578 35.9749501570242))",None,False,-120.12310182315099,35.97394943680589,06031981800,,,,,,,,,
10002345,California Men'S Colony,Colony Drive,San Luis Obispo,CA,93409,(805) 547-7900,STATE,OPEN,4102.0,SAN LUIS OBISPO,06079,USA,https://www.cdcr.ca.gov/facility-locator/cmc/,MEDIUM,3838.0,"MULTIPOLYGON (((-120.699274067844 35.3246932489943, -120.702943196571 35.3214738388467, -120.703428607444 35.3214809767657, -120.704777762284 35.3225517338754, -120.706119778305 35.3235867995912, -120.703485714394 35.3245147902255, -120.702172251848 35.3256926233159, -120.70187957828 35.3266063363134, -120.701415582963 35.3268633175881, -120.701008694596 35.3268133485573, -120.700487593228 35.3266348888891, -120.700873066039 35.3262708316336, -120.699288344581 35.3250644450682, -120.699274067844 35.3246932489943)), ((-120.69425651003 35.3268655101352, -120.694166192016 35.3268577543819, -120.694071120186 35.3269159279278, -120.692424000167 35.3267045611666, -120.692302783247 35.3265649423183, -120.692559476738 35.3252230342157, -120.69265217166 35.3251726146245, -120.692664056201 35.3251125003417, -120.692599883278 35.3250407497309, -120.69286251859 35.3237017257541, -120.693033647885 35.3235737369384, -120.694372974033 35.3234767756327, -120.695154999304 35.3235954573645, -120.696588683221 35.3240360478254, -120.696708473817 35.3242098022407, -120.696141310973 35.3270749379581, -120.695974934596 35.3271660779522, -120.694327813678 35.3269527722527, -120.69425651003 35.3268655101352)))",CMC,False,-120.69890041992886,35.324574100099134,06079011400,2172.0,1.0687858259510161,0.5659197498697238,1954.0,,Yes,,,
10000852,California City Correctional Center,22844 Virginia Blvd,California City,CA,93505,(760) 246-7600,STATE,OPEN,,KERN,06029,USA,https://www.cdcr.ca.gov/facility-locator/cac/,MEDIUM,,"POLYGON ((-117.861211998135 35.1538969539813, -117.860111497747 35.1547952013375, -117.857309682396 35.1547833033068, -117.856625587001 35.1542181810243, -117.856631536017 35.1520766668048, -117.856928968797 35.1518208753332, -117.861200101004 35.1518446686966, -117.861211998135 35.1538969539813))",CAC,False,-117.85888005110138,35.15325120165892,06029006500,,,,,,,,,
10000824,"California State Prison, Corcoran",4001 King Avenue,Corcoran,CA,93212,(559) 992-8800,STATE,OPEN,3070.0,KINGS,06031,USA,https://www.cdcr.ca.gov/facility-locator/cor/,MAXIMUM,,"POLYGON ((-119.546449254629 36.063687602401, -119.544393325292 36.0627221352184, -119.544030864333 36.0608392003688, -119.544428977116 36.0589081850647, -119.546449254629 36.0579426594263, -119.548766632174 36.0579234454107, -119.551147391239 36.0574578106295, -119.553471898609 36.0579266469972, -119.553481406242 36.0598672940404, -119.553476652426 36.0617809937979, -119.553481406242 36.0636062659165, -119.553324536598 36.0637407577298, -119.551142637423 36.0641903450084, -119.548818130053 36.0637023323968, -119.546449254629 36.063687602401))",COR,False,-119.54912102574771,36.060818292814254,06031980100,2629.0,,,1988.0,,,,Yes,
10000825,Ca Substance Abuse Treatment Facility,900 Quebec Ave,Corcoran,CA,93212,(559) 992-7100,STATE,OPEN,,KINGS,06031,USA,http://www.cdcr.ca.gov/Facilities_Locator/,NOT AVAILABLE,3424.0,"POLYGON ((-119.557293484007 36.0556322983919, -119.557144933991 36.0557331780438, -119.554902425906 36.0558052344241, -119.545415438971 36.055800431145, -119.540709381133 36.0560646366737, -119.538338525403 36.0560646366737, -119.537280850731 36.0543688939094, -119.538386060868 36.0526587017377, -119.540768801139 36.0526683100945, -119.542961395952 36.0520485971651, -119.5453084826 36.051875653039, -119.554797847343 36.0518804572173, -119.557049862161 36.0519621246524, -119.557222180359 36.0521014413285, -119.557632176783 36.053845271742, -119.557293484007 36.0556322983919))",SATF,False,-119.54782062864966,36.05395908338128,06031980100,5358.0,,1.5648364485981308,1997.0,,Yes,,Yes,
10000801,Central California Women'S Facility,23370 Road 22,Chowchilla,CA,93610,(559) 665-5531,STATE,OPEN,,MADERA,06039,USA,https://www.cdcr.ca.gov/facility-locator/ccwf/,MAXIMUM,2004.0,"POLYGON ((-120.156870898573 37.0950335485594, -120.154444153575 37.0969784835702, -120.151010971879 37.0969895155537, -120.148576642898 37.0950601253246, -120.148566012911 37.0922882861755, -120.150987364675 37.0903766647513, -120.154239911243 37.0903828134162, -120.154659805606 37.0905661851813, -120.156839007714 37.0922856277796, -120.156870898573 37.0950335485594))",CCFW,False,-120.15270979438847,37.0936807963828,06039000201,,,,,,,,,
10002346,Chuckawalla Valley State Prison,19025 Wiley'S Well Road,Blythe,CA,92225,(760) 922-5300,STATE,OPEN,,RIVERSIDE,06065,USA,https://www.cdcr.ca.gov/facility-locator/cvsp/,MEDIUM,1738.0,"POLYGON ((-114.911285210644 33.5646930107739, -114.90775150183 33.5646554092198, -114.907447836748 33.5645722632993, -114.904487102198 33.5634045988432, -114.904414801202 33.5632527663022, -114.905907820589 33.5605776213602, -114.91317409271 33.5606535367314, -114.914565890703 33.5633612182457, -114.914508049907 33.5635058202375, -114.911285210644 33.5646930107739))",CVSP,False,-114.90950576295589,33.562579498036335,06065981000,,,,,,,,,
10000869,R J Donovan Correctional Facility,480 Alta Road,San Diego,CA,92179,(619) 661-6500,STATE,OPEN,,SAN DIEGO,06073,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2992.0,"MULTIPOLYGON (((-116.933431118152 32.5877382148468, -116.932309268758 32.5864405120201, -116.932432862587 32.5862923172367, -116.931848171056 32.5859358448634, -116.931710315778 32.5860720256035, -116.929908703924 32.5855713622286, -116.928682276866 32.5841534659098, -116.928639494317 32.5839371753604, -116.92972331408 32.5826714623181, -116.929808878277 32.5827155219039, -116.930041805385 32.582487211016, -116.930127368683 32.5825352761821, -116.930317513243 32.5823109699753, -116.930132123399 32.5821948117412, -116.931154146247 32.580997166586, -116.931410839738 32.5809691293219, -116.933397842337 32.5815098727825, -116.934505430281 32.5827956308137, -116.934381835553 32.5829558477342, -116.934980789432 32.5833243476406, -116.935104383261 32.5831841577228, -116.936915501849 32.5836808299064, -116.93813717599 32.5850987316212, -116.938179957639 32.5853270371131, -116.937102068905 32.5865916152109, -116.93696482067 32.586509436961, -116.936811516838 32.5864733894354, -116.936611866444 32.5866986857957, -116.93674021409 32.5868759187887, -116.93681508265 32.5869179737855, -116.935684320975 32.5882548870534, -116.935408613117 32.5882949392601, -116.933431118152 32.5877382148468)), ((-116.937867844326 32.5836824306997, -116.937368157614 32.5833826192126, -116.937282497189 32.5834968331124, -116.937011239177 32.5833397881008, -116.937089760784 32.5832541276759, -116.936597211992 32.5828972092389, -116.936875608822 32.582583120115, -116.937239666977 32.5826545038024, -116.937189697946 32.5825045976092, -116.937825014113 32.5824046604468, -116.937853567588 32.582526013165, -116.937896397801 32.5825688433775, -116.938032027256 32.5825402890032, -116.93806771865 32.5826973340148, -116.938438914724 32.5826188124083, -116.938603097655 32.5832684053127, -116.938510299311 32.5833754803942, -116.938153379974 32.5833754803942, -116.937867844326 32.5836824306997)))",RJD,False,-116.93357638740079,32.58456492210108,06073010016,3592.0,,1.2005347593582887,1987.0,,,,Yes,
10002309,Pelican Bay State Prison,5905 Lake Earl Drive,Crescent City,CA,95531,(707) 465-1000,STATE,OPEN,,DEL NORTE,06015,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2380.0,"MULTIPOLYGON (((-124.144559559376 41.8529694472822, -124.146936356028 41.8522391609086, -124.152079150732 41.852250226167, -124.153368563608 41.8539077414492, -124.153300231321 41.8558241211863, -124.152076180271 41.8575191606808, -124.146939327388 41.8576165248828, -124.144618979382 41.8567756497765, -124.144173329336 41.854885853999, -124.144559559376 41.8529694472822)), ((-124.155337068951 41.8519573241712, -124.156136568048 41.8519573241712, -124.156127049624 41.8526235734192, -124.155717783449 41.8533469287178, -124.154680338127 41.8533374111926, -124.154689855652 41.8521476809707, -124.154927801877 41.8521381634455, -124.154927801877 41.8520810555963, -124.155346587375 41.8520715380711, -124.155337068951 41.8519573241712)))",PBSP,False,-124.1490751163596,41.85480855418667,06015000201,2096.0,,0.880672268907563,1989.0,,,,,
10000822,Gabilan Conservation Camp #38,31801 Mccoy Rd,Soledad,CA,93960,(831) 678-1873,STATE,OPEN,,MONTEREY,06053,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-121.384993934023 36.4639340536137, -121.383104739892 36.46567409968, -121.381049828587 36.4643152069813, -121.383154456213 36.4624094419423, -121.384993934023 36.4639340536137))",None,True,-121.38305815511475,36.46407283647074,06053010900,,,,,,,,,
10000810,Pleasant Valley State Prison,24863 West Jayne Avenue,Coalinga,CA,93210,(559) 935-4900,STATE,OPEN,,FRESNO,06019,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,2308.0,"POLYGON ((-120.246935400648 36.1278368383994, -120.249092345435 36.1270449376738, -120.251211557367 36.1275639939832, -120.251377931946 36.1277463701988, -120.251496771958 36.1295317169153, -120.251538365603 36.1314609983265, -120.251568075606 36.1333758339276, -120.251502713779 36.1351514562747, -120.251354164663 36.1353194181566, -120.24924475714 36.1359000843215, -120.247056915244 36.1351495362222, -120.246008747306 36.1334103876793, -120.245940117343 36.129583788561, -120.246935400648 36.1278368383994))",PVSP,False,-120.24889960644474,36.131473239777144,06019007903,2992.0,,1.2963604852686308,1994.0,,,,,
10000802,Valley State Prison,21633 Avenue 24,Chowchilla,CA,93610,(559) 665-6100,STATE,OPEN,,MADERA,06039,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,1980.0,"POLYGON ((-120.157242539811 37.1087559610189, -120.15373082212 37.1087673338454, -120.151327880377 37.1068452973726, -120.151320749653 37.1041213803974, -120.153677344834 37.1022077561831, -120.157053585055 37.1021906951445, -120.157235409986 37.1023413981371, -120.15740653928 37.1023413981371, -120.159634786816 37.1041014766019, -120.159613396441 37.1068225508201, -120.157242539811 37.1087559610189))",VSP,False,-120.15547185750694,37.105477428630245,06039000201,3148.0,,1.58989898989899,1995.0,,Yes,,Yes,
10005251,Devils Garden Conservation Camp #40,2300 County Road 74,Alturas,CA,96101,(530) 233-3553,STATE,OPEN,114.0,MODOC,06049,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-120.67023447694 41.524560126149, -120.669772861229 41.524503019199, -120.669658647329 41.524479224037, -120.669611057904 41.5244459122491, -120.66943021863 41.5233085288656, -120.669406424367 41.5232085917032, -120.670220200202 41.5227564944167, -120.671129153987 41.5229611279537, -120.670915002026 41.5237082793137, -120.67023447694 41.524560126149))",None,True,-120.67020461410343,41.52359923931703,06049000300,,,,,,,,,
10000858,Bautista Conservation Camp #36,33015 Bautista Canyon Road,Hemet,CA,92544,(951) 927-3600,STATE,OPEN,,RIVERSIDE,06065,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/bautista/,MINIMUM,,"POLYGON ((-116.810353249303 33.6431929768744, -116.809034659722 33.643468503069, -116.808399865162 33.6427389757232, -116.808345844685 33.6421302327241, -116.808222841711 33.6416136216713, -116.808119520399 33.6407427622687, -116.808700093035 33.6405065967022, -116.809349547444 33.6408510046702, -116.809900598933 33.6412839742761, -116.810353249303 33.6419531094485, -116.810353249303 33.6431929768744))",None,True,-116.80923524430564,33.64204515942113,06065044407,,,,,,,,,
10006530,Folsom Women'S Facility,570 E Natoma St,Represa,CA,95671,NOT AVAILABLE,STATE,OPEN,397.0,SACRAMENTO,06067,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MEDIUM,523.0,"POLYGON ((-121.149854859015 38.6933454351438, -121.14971209074 38.693559586206, -121.149469386203 38.6937094923992, -121.149326618828 38.6937309070558, -121.147827557796 38.6931098676263, -121.14779900522 38.6930313460198, -121.148041709757 38.6926244576526, -121.149854859015 38.6933454351438))",FWF,False,-121.14879148409725,38.69320816978507,06067988300,,0.7590822179732314,,,,,,,
10005248,Deadwood Conservation Camp #23,17148 Mcadams Creek Road,Fort Jones,CA,96032,(530) 468-2633,STATE,OPEN,,SISKIYOU,06093,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/deadwood/,MINIMUM,,"POLYGON ((-122.8228418114 41.6786851505993, -122.822458534734 41.6782082122393, -122.82285546131 41.6779616819861, -122.823449251282 41.6769788578881, -122.824022566388 41.6767604521332, -122.824746034102 41.6768287043813, -122.82570155838 41.6775589970501, -122.824875711845 41.6783711927764, -122.8228418114 41.6786851505993))",None,True,-122.82407824218762,41.67774197144028,06093000701,,,,,,,,,
10000904,Julius Klein Conservation Camp #19,East Fork Road,Azusa,CA,91702,(626) 910-1213,STATE,OPEN,,LOS ANGELES,06037,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/julius-klein/,MINIMUM,,"POLYGON ((-117.824559417683 34.2373285253912, -117.823720623608 34.2381533386057, -117.822420492612 34.2388709751154, -117.821646938056 34.2384841973878, -117.821027162174 34.2381812994275, -117.821642277769 34.2378830608546, -117.822266713938 34.2374776437783, -117.822816590014 34.2370489270664, -117.823981581685 34.2368718478576, -117.824559417683 34.2373285253912))",None,True,-117.82290059711198,34.2378303823899,06037930400,,,,,,,,,
10005252,Eel River Conservation Camp #31,3850 Redwood Drive,Redway,CA,95560,(707) 923-2755,STATE,OPEN,,HUMBOLDT,06023,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-123.822505362233 40.1389470126945, -123.821744449447 40.1390912369711, -123.821430360323 40.1388247381712, -123.82231746418 40.1373758853888, -123.822896107769 40.1373304363506, -123.823134053993 40.1373970608258, -123.823067428619 40.138044274124, -123.823029357619 40.1388057022214, -123.822505362233 40.1389470126945))",None,True,-123.8224067420024,40.13825346356871,06023011501,,,,,,,,,
10005290,Growlersburg Conservation Camp #33,5440 Longview Lane,Georgetown,CA,95634,(530) 333-4244,STATE,OPEN,,EL DORADO,06017,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,,"POLYGON ((-120.868606364592 38.9035312497674, -120.869416814734 38.901603096106, -120.870296732108 38.9017652789445, -120.871558719259 38.903170850954, -120.870377777213 38.9047656007519, -120.868606364592 38.9035312497674))",None,True,-120.87004293218705,38.90313303813308,06017030606,,,,,,,,,
10000905,Malibu Conservation Camp #13,1250 South Encinal Canyon Road,Malibu,CA,90265,(310) 457-2253,STATE,OPEN,,LOS ANGELES,06037,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/malibu/,MINIMUM,,"POLYGON ((-118.86606541059 34.0844456337591, -118.865641200381 34.0846541199917, -118.865119093571 34.0848355788989, -118.864468298273 34.0849519295879, -118.863893078403 34.0849668466427, -118.863343646592 34.0849274140689, -118.864143466748 34.084311461205, -118.864527062674 34.0839861926087, -118.865077139298 34.0835383311291, -118.865650522753 34.0831483805933, -118.866195938192 34.0828279251687, -118.866820600091 34.0825460767401, -118.867106785949 34.0832419694414, -118.866531576871 34.0840865749356, -118.86606541059 34.0844456337591))",None,True,-118.86552872385522,34.08392941062969,06037800406,,,,,,,,,
10005305,Mount Bullion Conservation Camp #39,5730 Mount Bullion Access Road,Mariposa,CA,95338,(209) 742-5494,STATE,OPEN,,MARIPOSA,06043,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,110.0,"POLYGON ((-120.049124518182 37.5342536018223, -120.050148429606 37.5350290647396, -120.050863662228 37.5368209099571, -120.047769339683 37.5375662581763, -120.04652709355 37.5355109062034, -120.049124518182 37.5342536018223))",None,True,-120.04873819748299,37.5359784933773,06043000101,,,,,,,,,
10002310,High Desert State Prison,475-750 Rice Canyon Road,Susanville,CA,96127,(530) 251-5100,STATE,OPEN,,LASSEN,06035,USA,http://www.cdcr.ca.gov/Facilities_Locator/,MAXIMUM,,"POLYGON ((-120.507710175784 40.410039226729, -120.50746383169 40.4098936597646, -120.506857827127 40.4081192344152, -120.507882898677 40.4063753266601, -120.510184313255 40.4054530476201, -120.517727442567 40.4055515575584, -120.519690498018 40.4068007752356, -120.51973332823 40.4087495530495, -120.517916609564 40.4101629527581, -120.507710175784 40.410039226729))",HDSP,False,-120.51339082085426,40.40786908373915,06035040400,2719.0,,,1995.0,,Yes,,,
10000878,Mccain Valley Conservation Camp #21,2550 Mccain Valley Road,Boulevard,CA,91905,(619) 766-4393,STATE,OPEN,85.0,SAN DIEGO,06073,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100.0,"POLYGON ((-116.264794394945 32.6841250282475, -116.265272667 32.6834040507564, -116.266186379997 32.6834040507564, -116.266993017014 32.6834326051307, -116.267285690582 32.6835111267372, -116.267728271243 32.6835539578489, -116.268848997383 32.6837181398803, -116.26842069436 32.684717514202, -116.267506981362 32.685302861338, -116.267107230914 32.6852671690447, -116.266636097678 32.685038741245, -116.266400679448 32.6847946535505, -116.265806488379 32.6847352110612, -116.265108484069 32.6847389288585, -116.264694457783 32.684717514202, -116.264737287995 32.6844248397346, -116.264794394945 32.6841250282475))",None,True,-116.26677384829719,32.68422671566009,06073021102,,0.85,,,,,,,
10000855,Cuesta Conservation Camp #24,635 N. Santa Rosa Street,San Luis Obispo,CA,93405,(805) 547-7971,STATE,OPEN,,SAN LUIS OBISPO,06079,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/cuesta/,MINIMUM,100.0,"POLYGON ((-120.734596647217 35.3305225951417, -120.732806020581 35.3300050281096, -120.731578219359 35.3294244392865, -120.732434825407 35.3284060299144, -120.735109339025 35.3291293861123, -120.734596647217 35.3305225951417))",None,True,-120.73344205123827,35.329429003849334,06079011505,,,,,,,,,
10006204,Holton Conservation Camp #16,12653 N. Little Tujunga Canyon Road,Sylmar,CA,91342,(818) 897-7071,STATE,OPEN,,LOS ANGELES,06037,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/holton/,MINIMUM,,"POLYGON ((-118.35934212314 34.3003426649821, -118.359336174125 34.3000779504371, -118.359487863674 34.3000660533058, -118.359541402114 34.2991410376288, -118.36054969861 34.2992391896369, -118.361159436259 34.2999024648269, -118.361004770853 34.3007977372258, -118.361108871877 34.3009672738207, -118.36106425741 34.3010743498015, -118.360983950649 34.3011368104155, -118.36067164578 34.3011368104155, -118.360356367752 34.300979170952, -118.360377187957 34.3003753832174, -118.35934212314 34.3003426649821))",None,True,-118.36033132151492,34.300036648410114,06037930400,,,,,,,,,
10000789,Baseline Conservation Camp #30,16809 Peoria Flat Road,Jamestown,CA,95327,(209) 984-4464,STATE,OPEN,100.0,TUOLUMNE,06109,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,119.0,"POLYGON ((-120.529333728669 37.9230141079148, -120.529522188798 37.9230158525996, -120.531262145831 37.9230965712498, -120.531128895982 37.9238579993473, -120.531052753082 37.9250477286698, -120.530462646734 37.9252285679441, -120.53011048571 37.9251048356197, -120.529748808061 37.9250953180945, -120.529368095361 37.9248954437697, -120.52800704339 37.9248573718702, -120.527993749612 37.9241731901406, -120.527848635906 37.9237237413576, -120.527828187121 37.9237249437512, -120.527820459247 37.9235568622594, -120.528158553075 37.9232786587831, -120.528649274444 37.9230584139147, -120.528785351763 37.9230496059546, -120.529333728669 37.9230141079148))",None,True,-120.52961603771271,37.924029264104284,06109005201,,0.8403361344537815,,,,,,,
10000774,Intermountain Conservation Camp #22,651-025 Foothill Rd,Bieber,CA,96009,(530) 294-5361,STATE,OPEN,,LASSEN,06035,USA,https://www.cdcr.ca.gov/facility-locator/conservation-camps/intermountain/,MINIMUM,,"POLYGON ((-121.22360497389 41.1220248310811, -121.224163969092 41.1219349069704, -121.224757569306 41.1222575162714, -121.225093082979 41.1228468150285, -121.225094544378 41.1241104569321, -121.224471191892 41.1240921620237, -121.223731673978 41.1241673597359, -121.223467133901 41.123767325102, -121.223264963607 41.1232140118173, -121.223297346395 41.1226651618678, -121.22360497389 41.1220248310811))",None,True,-121.22419725359636,41.1231067161181,06035040100,,,,,,,,,
10005328,Pilot Rock Conservation Fire Camp #15,P.O. Box 10,Crestline,CA,92325,(909) 338-1950,STATE,OPEN,67.0,SAN BERNARDINO,06071,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,80.0,"POLYGON ((-117.28022138401 34.2707724488894, -117.282701838319 34.2711685903582, -117.282291152115 34.2726286999546, -117.281023724066 34.2724564950712, -117.280147686367 34.2711876146168, -117.28022138401 34.2707724488894))",None,True,-117.28146574685559,34.271656892428354,06071010805,,0.8375,,,,,,,
